"","scaffold","start","end","mid","sites","pi_meg","pi_toro","dxy_meg_toro","Fst_meg_toro","windowID"
"15737","scaffold_279",850001,900000,875231,4856,0.1175,0.1214,0.1308,0.0461,15737
"15738","scaffold_279",900001,950000,925008,4710,0.063,0.052,0.0701,0.099,15738
"15739","scaffold_279",950001,1000000,975218,4851,0.0929,0.0975,0.1079,0.0635,15739
"15740","scaffold_279",1000001,1050000,1025754,4241,0.0818,0.0859,0.0917,0.0453,15740
"15741","scaffold_279",1050001,1100000,1076475,4338,0.1027,0.1185,0.1231,0.0549,15741
"15742","scaffold_279",1100001,1150000,1124583,4511,0.0651,0.0658,0.0829,0.1196,15742
"15743","scaffold_279",1150001,1200000,1175415,5069,0.0942,0.0999,0.1129,0.0769,15743
"15744","scaffold_279",1200001,1250000,1204908,893,0.088,0.1036,0.1092,0.0674,15744
"15745","scaffold_280",1,50000,23139,5836,0.1157,0.1579,0.1454,0.0313,15745
"15746","scaffold_280",50001,100000,74313,4533,0.1025,0.1283,0.1322,0.0699,15746
"15747","scaffold_280",100001,150000,124701,4830,0.0911,0.1114,0.1219,0.0946,15747
"15748","scaffold_280",150001,200000,174450,4517,0.0527,0.0799,0.0955,0.1862,15748
"15749","scaffold_280",200001,250000,224223,4715,0.0617,0.0912,0.1032,0.154,15749
"15750","scaffold_280",250001,300000,275760,4480,0.0889,0.1081,0.1191,0.0969,15750
"15751","scaffold_280",300001,350000,325593,4598,0.0939,0.1092,0.1211,0.0896,15751
"15752","scaffold_280",350001,400000,375856,4105,0.0524,0.0763,0.1042,0.243,15752
"15753","scaffold_280",400001,450000,424561,4008,0.0539,0.0656,0.085,0.1784,15753
"15754","scaffold_280",450001,500000,475308,4377,0.0583,0.0628,0.0871,0.1828,15754
"15755","scaffold_280",500001,550000,525696,3989,0.0521,0.0533,0.0822,0.222,15755
"15756","scaffold_280",550001,600000,575777,5132,0.1045,0.1336,0.1346,0.0631,15756
"15757","scaffold_280",600001,650000,623586,4370,0.0477,0.0723,0.0815,0.1568,15757
"15758","scaffold_280",650001,700000,674019,4733,0.0451,0.0596,0.0915,0.2782,15758
"15759","scaffold_280",700001,750000,724984,4898,0.1409,0.1614,0.1601,0.0293,15759
"15760","scaffold_280",750001,800000,775890,4992,0.0979,0.1344,0.1362,0.0818,15760
"15761","scaffold_280",800001,850000,823297,5319,0.1527,0.1608,0.1701,0.0415,15761
"15762","scaffold_280",850001,900000,873182,5266,0.0617,0.0745,0.082,0.095,15762
"15763","scaffold_280",900001,950000,923914,4410,0.0561,0.0948,0.0987,0.1389,15763
"15764","scaffold_280",950001,1000000,975193,4110,0.0795,0.1262,0.1371,0.148,15764
"15765","scaffold_280",1000001,1050000,1024894,3844,0.0758,0.0775,0.0995,0.1319,15765
"15766","scaffold_280",1050001,1100000,1075883,3848,0.0141,0.0395,0.0499,0.3166,15766
"15767","scaffold_280",1100001,1150000,1124658,4020,0.0331,0.0614,0.0772,0.2495,15767
"15768","scaffold_280",1150001,1200000,1175013,3951,0.0325,0.0362,0.0535,0.2222,15768
"15769","scaffold_280",1200001,1250000,1207351,1178,0.0811,0.1587,0.136,0.0653,15769
"15770","scaffold_281",1,50000,26376,5403,0.0694,0.0631,0.0788,0.0874,15770
"15771","scaffold_281",50001,100000,74916,5383,0.0785,0.071,0.0876,0.0799,15771
"15772","scaffold_281",100001,150000,124626,6193,0.0336,0.0355,0.0391,0.0621,15772
"15773","scaffold_281",150001,200000,173345,5713,0.0505,0.0526,0.0606,0.0819,15773
"15774","scaffold_281",200001,250000,223620,5282,0.0539,0.0594,0.0689,0.0991,15774
"15775","scaffold_281",250001,300000,275658,5109,0.0648,0.0644,0.0712,0.0493,15775
"15776","scaffold_281",300001,350000,324449,5429,0.0581,0.0592,0.0725,0.107,15776
"15777","scaffold_281",350001,400000,374055,5425,0.0772,0.0752,0.084,0.0498,15777
"15778","scaffold_281",400001,450000,423812,4872,0.0734,0.0675,0.0795,0.0606,15778
"15779","scaffold_281",450001,500000,475020,5055,0.0804,0.0687,0.0867,0.0757,15779
"15780","scaffold_281",500001,550000,523669,5422,0.0624,0.0622,0.073,0.0805,15780
"15781","scaffold_281",550001,600000,574052,5192,0.0692,0.0534,0.0711,0.0742,15781
"15782","scaffold_281",600001,650000,625549,5527,0.0734,0.0678,0.0823,0.0773,15782
"15783","scaffold_281",650001,700000,674831,5502,0.0965,0.0799,0.0972,0.049,15783
"15784","scaffold_281",700001,750000,723164,4922,0.0597,0.0643,0.0718,0.0745,15784
"15785","scaffold_281",750001,800000,775635,5566,0.0743,0.0806,0.0917,0.0859,15785
"15786","scaffold_281",800001,850000,825549,5513,0.0732,0.0609,0.0766,0.0669,15786
"15787","scaffold_281",850001,900000,876347,5264,0.0856,0.0863,0.1033,0.0931,15787
"15788","scaffold_281",900001,950000,924615,5065,0.0872,0.0762,0.0979,0.0912,15788
"15789","scaffold_281",950001,1000000,974457,5839,0.0893,0.0914,0.0991,0.0471,15789
"15790","scaffold_281",1000001,1050000,1024870,5093,0.0867,0.0878,0.0958,0.0478,15790
"15791","scaffold_281",1050001,1100000,1075619,5624,0.0861,0.0923,0.1044,0.0798,15791
"15792","scaffold_281",1100001,1150000,1124134,5970,0.0907,0.0838,0.1023,0.0802,15792
"15793","scaffold_281",1150001,1200000,1176666,5353,0.1144,0.1113,0.1297,0.0701,15793
"15794","scaffold_281",1200001,1250000,1200537,386,0.0833,0.0833,0.1552,0.3149,15794
"15795","scaffold_282",1,50000,29277,4613,0.0743,0.0898,0.0945,0.0718,15795
"15796","scaffold_282",50001,100000,76494,7046,0.0233,0.0523,0.0728,0.3294,15796
"15797","scaffold_282",100001,150000,125619,7349,0.0641,0.0868,0.092,0.1016,15797
"15798","scaffold_282",150001,200000,174682,7319,0.0786,0.1207,0.1191,0.0923,15798
"15799","scaffold_282",200001,250000,222148,5596,0.0998,0.1066,0.1202,0.0775,15799
"15800","scaffold_282",250001,300000,274813,6129,0.0766,0.0937,0.1048,0.1061,15800
"15801","scaffold_282",300001,350000,323876,5783,0.0793,0.0978,0.1009,0.0669,15801
"15802","scaffold_282",350001,400000,374655,5612,0.0569,0.0662,0.0764,0.1097,15802
"15803","scaffold_282",400001,450000,424429,5597,0.0764,0.0802,0.0891,0.0656,15803
"15804","scaffold_282",450001,500000,474523,5849,0.0441,0.0525,0.0578,0.0914,15804
"15805","scaffold_282",500001,550000,525063,5396,0.0835,0.0899,0.1043,0.0937,15805
"15806","scaffold_282",550001,600000,575494,6889,0.0499,0.0538,0.0611,0.0834,15806
"15807","scaffold_282",600001,650000,623819,5735,0.0583,0.0711,0.0826,0.1245,15807
"15808","scaffold_282",650001,700000,674379,6024,0.0457,0.0625,0.0683,0.1192,15808
"15809","scaffold_282",700001,750000,725069,5126,0.0526,0.0594,0.0697,0.111,15809
"15810","scaffold_282",750001,800000,776226,5921,0.0613,0.0658,0.0747,0.0821,15810
"15811","scaffold_282",800001,850000,825389,5445,0.0793,0.0676,0.0824,0.0578,15811
"15812","scaffold_282",850001,900000,876667,6108,0.0723,0.0934,0.0891,0.0373,15812
"15813","scaffold_282",900001,950000,926529,7343,0.1248,0.1318,0.1382,0.0378,15813
"15814","scaffold_282",950001,1000000,975662,6219,0.0933,0.0788,0.0952,0.0505,15814
"15815","scaffold_282",1000001,1050000,1024320,6753,0.1,0.1033,0.1096,0.0382,15815
"15816","scaffold_282",1050001,1100000,1075303,6331,0.1191,0.1445,0.1438,0.0447,15816
"15817","scaffold_282",1100001,1150000,1125019,6100,0.107,0.0994,0.1123,0.0428,15817
"15818","scaffold_282",1150001,1200000,1177266,5798,0.1087,0.1077,0.1154,0.0328,15818
"15819","scaffold_282",1200001,1250000,1214864,4114,0.0869,0.0916,0.0938,0.0251,15819
"15820","scaffold_283",1,50000,24548,4508,0.0867,0.1112,0.1203,0.1001,15820
"15821","scaffold_283",50001,100000,75081,4986,0.0599,0.0838,0.088,0.1043,15821
"15822","scaffold_283",100001,150000,127033,5625,0.1195,0.133,0.1401,0.0529,15822
"15823","scaffold_283",150001,200000,175159,5409,0.1376,0.1633,0.1681,0.0568,15823
"15824","scaffold_283",200001,250000,224355,4704,0.1366,0.1606,0.1568,0.0273,15824
"15825","scaffold_283",250001,300000,272324,5641,0.1279,0.1463,0.1454,0.0299,15825
"15826","scaffold_283",300001,350000,324107,4543,0.0405,0.0482,0.073,0.2489,15826
"15827","scaffold_283",350001,400000,375833,5189,0.043,0.1017,0.0893,0.1106,15827
"15828","scaffold_283",400001,450000,422634,4559,0.0744,0.0969,0.107,0.114,15828
"15829","scaffold_283",450001,500000,475351,3900,0.0413,0.0557,0.0769,0.2325,15829
"15830","scaffold_283",500001,550000,525344,4502,0.0414,0.085,0.0811,0.1297,15830
"15831","scaffold_283",550001,600000,574049,4743,0.046,0.0465,0.0759,0.2458,15831
"15832","scaffold_283",600001,650000,626001,4906,0.0324,0.041,0.0597,0.2431,15832
"15833","scaffold_283",650001,700000,674586,5348,0.0617,0.0915,0.0892,0.0788,15833
"15834","scaffold_283",700001,750000,723321,4761,0.0473,0.0681,0.0827,0.1834,15834
"15835","scaffold_283",750001,800000,775170,4464,0.0395,0.0417,0.0599,0.1946,15835
"15836","scaffold_283",800001,850000,823131,4694,0.0712,0.0771,0.0934,0.1169,15836
"15837","scaffold_283",850001,900000,873876,4841,0.0654,0.0779,0.0966,0.1517,15837
"15838","scaffold_283",900001,950000,924871,4731,0.0611,0.0734,0.0826,0.1046,15838
"15839","scaffold_283",950001,1000000,974872,4841,0.068,0.0827,0.0923,0.1036,15839
"15840","scaffold_283",1000001,1050000,1023662,5654,0.0931,0.1317,0.1291,0.0716,15840
"15841","scaffold_283",1050001,1100000,1075735,4668,0.0587,0.0478,0.0752,0.1718,15841
"15842","scaffold_283",1100001,1150000,1125212,4880,0.104,0.1271,0.13,0.0602,15842
"15843","scaffold_283",1150001,1200000,1173014,3987,0.1043,0.137,0.1374,0.0668,15843
"15844","scaffold_284",1,50000,21521,6122,0.0533,0.0565,0.0602,0.0471,15844
"15845","scaffold_284",50001,100000,74063,4649,0.0349,0.0479,0.0589,0.1789,15845
"15846","scaffold_284",100001,150000,124845,4530,0.0571,0.0539,0.0765,0.1608,15846
"15847","scaffold_284",150001,200000,176415,4945,0.031,0.0328,0.0377,0.0846,15847
"15848","scaffold_284",200001,250000,222896,4196,0.0239,0.0329,0.0353,0.112,15848
"15849","scaffold_284",250001,300000,273894,4951,0.0227,0.0381,0.0415,0.1602,15849
"15850","scaffold_284",300001,350000,324430,4344,0.0447,0.0498,0.0646,0.1583,15850
"15851","scaffold_284",350001,400000,377144,4646,0.0789,0.0747,0.0995,0.1303,15851
"15852","scaffold_284",400001,450000,425470,4311,0.0382,0.0386,0.0565,0.1928,15852
"15853","scaffold_284",450001,500000,475040,4177,0.0275,0.0269,0.0414,0.2092,15853
"15854","scaffold_284",500001,550000,527895,4811,0.0667,0.0868,0.0897,0.0802,15854
"15855","scaffold_284",550001,600000,576778,4732,0.0391,0.0428,0.0539,0.1393,15855
"15856","scaffold_284",600001,650000,625663,4391,0.1059,0.0859,0.1071,0.0554,15856
"15857","scaffold_284",650001,700000,676049,4631,0.0444,0.0456,0.054,0.092,15857
"15858","scaffold_284",700001,750000,724185,4787,0.0351,0.0346,0.051,0.1902,15858
"15859","scaffold_284",750001,800000,775592,5081,0.0742,0.0631,0.0768,0.056,15859
"15860","scaffold_284",800001,850000,824519,4897,0.0638,0.0661,0.0794,0.1018,15860
"15861","scaffold_284",850001,900000,878616,21338,0.0135,0.0142,0.014,0.0063,15861
"15862","scaffold_284",900001,950000,924874,4752,0.0451,0.0534,0.0574,0.0785,15862
"15863","scaffold_284",950001,1000000,974886,4759,0.0402,0.0404,0.0472,0.0802,15863
"15864","scaffold_284",1000001,1050000,1024079,4409,0.0578,0.0475,0.0637,0.0953,15864
"15865","scaffold_284",1050001,1100000,1074523,6173,0.0633,0.0603,0.0673,0.043,15865
"15866","scaffold_284",1100001,1150000,1123840,5173,0.0398,0.0405,0.0586,0.1891,15866
"15867","scaffold_284",1150001,1200000,1172545,4590,0.0697,0.0741,0.0767,0.0323,15867
"15868","scaffold_285",1,50000,25473,4736,0.0471,0.0589,0.058,0.0459,15868
"15869","scaffold_285",50001,100000,75010,4353,0.0551,0.0573,0.0671,0.0899,15869
"15870","scaffold_285",100001,150000,125489,4551,0.0644,0.0517,0.069,0.0867,15870
"15871","scaffold_285",150001,200000,175897,4644,0.0608,0.077,0.0751,0.0444,15871
"15872","scaffold_285",200001,250000,225881,4765,0.0927,0.0854,0.1006,0.0618,15872
"15873","scaffold_285",250001,300000,275581,3925,0.0705,0.0748,0.0907,0.1122,15873
"15874","scaffold_285",300001,350000,324327,4077,0.0521,0.0459,0.0556,0.0634,15874
"15875","scaffold_285",350001,400000,375276,3987,0.0494,0.0629,0.0626,0.0555,15875
"15876","scaffold_285",400001,450000,425409,3838,0.0468,0.0431,0.0668,0.1974,15876
"15877","scaffold_285",450001,500000,476256,4099,0.062,0.0646,0.0805,0.1218,15877
"15878","scaffold_285",500001,550000,526092,5218,0.0415,0.0418,0.0496,0.0884,15878
"15879","scaffold_285",550001,600000,577853,4943,0.0737,0.0822,0.0897,0.0715,15879
"15880","scaffold_285",600001,650000,624413,5028,0.0804,0.0704,0.0886,0.081,15880
"15881","scaffold_285",650001,700000,674531,5242,0.0979,0.1066,0.109,0.0327,15881
"15882","scaffold_285",700001,750000,725893,4958,0.0523,0.0587,0.0623,0.0591,15882
"15883","scaffold_285",750001,800000,776120,4561,0.059,0.072,0.0733,0.0577,15883
"15884","scaffold_285",800001,850000,825080,4737,0.0538,0.0616,0.0662,0.0698,15884
"15885","scaffold_285",850001,900000,876643,4756,0.0725,0.0623,0.0734,0.043,15885
"15886","scaffold_285",900001,950000,926477,4557,0.1052,0.0954,0.1102,0.0474,15886
"15887","scaffold_285",950001,1000000,973522,4954,0.1088,0.0961,0.1157,0.0613,15887
"15888","scaffold_285",1000001,1050000,1026019,5433,0.0495,0.0586,0.0634,0.0819,15888
"15889","scaffold_285",1050001,1100000,1076283,5532,0.0475,0.0337,0.0439,0.0384,15889
"15890","scaffold_285",1100001,1150000,1124915,4545,0.0364,0.0483,0.0488,0.0728,15890
"15891","scaffold_285",1150001,1200000,1170975,4493,0.0355,0.0407,0.0473,0.1101,15891
"15892","scaffold_286",1,50000,23989,4686,0.1069,0.1217,0.1249,0.0451,15892
"15893","scaffold_286",50001,100000,76022,4481,0.0829,0.0943,0.1058,0.0903,15893
"15894","scaffold_286",100001,150000,125506,4950,0.0585,0.0657,0.0777,0.1133,15894
"15895","scaffold_286",150001,200000,175070,5111,0.1016,0.0994,0.1143,0.0652,15895
"15896","scaffold_286",200001,250000,224351,4955,0.0867,0.0898,0.1008,0.0676,15896
"15897","scaffold_286",250001,300000,273998,5133,0.07,0.0748,0.0783,0.0395,15897
"15898","scaffold_286",300001,350000,325187,4431,0.0913,0.0972,0.1039,0.0497,15898
"15899","scaffold_286",350001,400000,375117,4822,0.0776,0.0655,0.0832,0.0759,15899
"15900","scaffold_286",400001,450000,426049,5425,0.0989,0.0942,0.1128,0.0787,15900
"15901","scaffold_286",450001,500000,475565,5579,0.0683,0.074,0.0843,0.0862,15901
"15902","scaffold_286",500001,550000,524956,4957,0.0749,0.0848,0.0945,0.0856,15902
"15903","scaffold_286",550001,600000,575621,4727,0.0961,0.1153,0.1155,0.0454,15903
"15904","scaffold_286",600001,650000,625939,4828,0.0818,0.091,0.0953,0.05,15904
"15905","scaffold_286",650001,700000,674518,4742,0.0843,0.0838,0.0952,0.0628,15905
"15906","scaffold_286",700001,750000,725209,5493,0.046,0.0415,0.05,0.0679,15906
"15907","scaffold_286",750001,800000,774796,4512,0.1025,0.1048,0.1143,0.0499,15907
"15908","scaffold_286",800001,850000,826110,3962,0.0741,0.0679,0.0836,0.0822,15908
"15909","scaffold_286",850001,900000,873297,4885,0.0657,0.0736,0.0757,0.0422,15909
"15910","scaffold_286",900001,950000,925568,4975,0.0464,0.049,0.0668,0.1692,15910
"15911","scaffold_286",950001,1000000,976322,5190,0.1254,0.112,0.1318,0.0529,15911
"15912","scaffold_286",1000001,1050000,1024566,4311,0.0565,0.0525,0.0675,0.1077,15912
"15913","scaffold_286",1050001,1100000,1076242,4516,0.0547,0.0669,0.0708,0.0782,15913
"15914","scaffold_286",1100001,1150000,1125034,4903,0.0679,0.0681,0.0754,0.0525,15914
"15915","scaffold_286",1150001,1200000,1167722,3606,0.0542,0.0413,0.0573,0.0904,15915
"15916","scaffold_287",1,50000,24292,5476,0.0336,0.0299,0.0419,0.1399,15916
"15917","scaffold_287",50001,100000,70799,5278,0.0237,0.0267,0.0296,0.0815,15917
"15918","scaffold_287",100001,150000,127733,4665,0.0555,0.0603,0.0705,0.1,15918
"15919","scaffold_287",150001,200000,173414,4565,0.0406,0.0424,0.0457,0.0492,15919
"15920","scaffold_287",200001,250000,225809,4242,0.0326,0.0409,0.046,0.115,15920
"15921","scaffold_287",250001,300000,275377,4006,0.0369,0.0389,0.0478,0.1182,15921
"15922","scaffold_287",300001,350000,326498,4397,0.0929,0.0864,0.1052,0.0809,15922
"15923","scaffold_287",350001,400000,376032,4312,0.0411,0.0642,0.0609,0.0751,15923
"15924","scaffold_287",400001,450000,425283,4849,0.0501,0.0625,0.0696,0.1085,15924
"15925","scaffold_287",450001,500000,474125,5430,0.0375,0.043,0.0463,0.0711,15925
"15926","scaffold_287",500001,550000,524435,4121,0.0702,0.0972,0.0904,0.0396,15926
"15927","scaffold_287",550001,600000,575610,5788,0.0527,0.0478,0.0611,0.0983,15927
"15928","scaffold_287",600001,650000,623969,4839,0.0682,0.0544,0.0674,0.0471,15928
"15929","scaffold_287",650001,700000,675611,4597,0.0882,0.0887,0.099,0.0575,15929
"15930","scaffold_287",700001,750000,726556,4198,0.0673,0.075,0.0791,0.0541,15930
"15931","scaffold_287",750001,800000,775342,4364,0.0613,0.0778,0.0839,0.0961,15931
"15932","scaffold_287",800001,850000,825607,4706,0.0508,0.0583,0.0664,0.0999,15932
"15933","scaffold_287",850001,900000,873606,5064,0.0926,0.0862,0.1033,0.0726,15933
"15934","scaffold_287",900001,950000,922431,5332,0.0994,0.0892,0.1119,0.0862,15934
"15935","scaffold_287",950001,1000000,974816,5401,0.0412,0.0478,0.0518,0.0768,15935
"15936","scaffold_287",1000001,1050000,1025835,4890,0.0392,0.0435,0.0564,0.1566,15936
"15937","scaffold_287",1050001,1100000,1075007,4969,0.0512,0.042,0.06,0.1262,15937
"15938","scaffold_287",1100001,1150000,1125471,4627,0.04,0.0378,0.0517,0.1429,15938
"15939","scaffold_287",1150001,1200000,1167708,3223,0.0409,0.0361,0.0486,0.1175,15939
"15940","scaffold_288",1,50000,25197,5209,0.0699,0.0682,0.0753,0.0433,15940
"15941","scaffold_288",50001,100000,74023,5162,0.0723,0.0781,0.0856,0.066,15941
"15942","scaffold_288",100001,150000,123911,3833,0.0383,0.0655,0.0669,0.1316,15942
"15943","scaffold_288",150001,200000,174865,4373,0.0578,0.0549,0.0696,0.1068,15943
"15944","scaffold_288",200001,250000,224545,5150,0.0533,0.0357,0.0543,0.0988,15944
"15945","scaffold_288",250001,300000,275130,4137,0.075,0.064,0.0824,0.0854,15945
"15946","scaffold_288",300001,350000,325780,4280,0.0839,0.0735,0.0878,0.0548,15946
"15947","scaffold_288",350001,400000,376235,4208,0.1109,0.0988,0.1156,0.0493,15947
"15948","scaffold_288",400001,450000,425684,4402,0.1027,0.0806,0.1007,0.0474,15948
"15949","scaffold_288",450001,500000,475690,4741,0.0905,0.0724,0.0962,0.0836,15949
"15950","scaffold_288",500001,550000,525145,5236,0.0936,0.0834,0.0971,0.0466,15950
"15951","scaffold_288",550001,600000,575166,5085,0.07,0.0727,0.0847,0.087,15951
"15952","scaffold_288",600001,650000,625579,4991,0.086,0.0943,0.0979,0.042,15952
"15953","scaffold_288",650001,700000,674524,4357,0.1306,0.1334,0.1451,0.0478,15953
"15954","scaffold_288",700001,750000,724876,4065,0.0937,0.0884,0.1059,0.0761,15954
"15955","scaffold_288",750001,800000,774931,4563,0.0485,0.056,0.0605,0.0745,15955
"15956","scaffold_288",800001,850000,826078,4841,0.062,0.054,0.0704,0.097,15956
"15957","scaffold_288",850001,900000,873727,4695,0.0582,0.0554,0.0649,0.0672,15957
"15958","scaffold_288",900001,950000,923841,4229,0.0846,0.0752,0.093,0.0766,15958
"15959","scaffold_288",950001,1000000,975766,4556,0.1405,0.1459,0.1521,0.0305,15959
"15960","scaffold_288",1000001,1050000,1023186,5221,0.0614,0.057,0.0662,0.0562,15960
"15961","scaffold_288",1050001,1100000,1074747,4204,0.0529,0.0433,0.0605,0.1143,15961
"15962","scaffold_288",1100001,1150000,1127292,4596,0.0892,0.1014,0.1092,0.0694,15962
"15963","scaffold_288",1150001,1200000,1162197,2299,0.1084,0.1068,0.13,0.0958,15963
"15964","scaffold_289",1,50000,24533,3946,0.0748,0.0824,0.0935,0.0884,15964
"15965","scaffold_289",50001,100000,72280,3670,0.0692,0.0627,0.0838,0.1205,15965
"15966","scaffold_289",100001,150000,125219,4358,0.0663,0.0747,0.0825,0.0801,15966
"15967","scaffold_289",150001,200000,174137,4187,0.0836,0.0737,0.0871,0.0517,15967
"15968","scaffold_289",200001,250000,223741,4765,0.1001,0.1077,0.1124,0.0398,15968
"15969","scaffold_289",250001,300000,273641,4712,0.0926,0.0884,0.1041,0.0708,15969
"15970","scaffold_289",300001,350000,325893,4637,0.0639,0.0647,0.0784,0.1001,15970
"15971","scaffold_289",350001,400000,373623,5167,0.0868,0.0831,0.1007,0.086,15971
"15972","scaffold_289",400001,450000,425282,4604,0.0662,0.0666,0.084,0.1187,15972
"15973","scaffold_289",450001,500000,475465,4921,0.0751,0.0633,0.0838,0.0959,15973
"15974","scaffold_289",500001,550000,525254,4681,0.0618,0.0496,0.0647,0.0749,15974
"15975","scaffold_289",550001,600000,574943,4144,0.0647,0.0642,0.0785,0.1001,15975
"15976","scaffold_289",600001,650000,622936,4254,0.0577,0.0504,0.0717,0.1411,15976
"15977","scaffold_289",650001,700000,675997,5051,0.0579,0.0505,0.0631,0.0763,15977
"15978","scaffold_289",700001,750000,725610,4185,0.0585,0.0527,0.0649,0.0772,15978
"15979","scaffold_289",750001,800000,775725,5079,0.0498,0.0439,0.0566,0.0949,15979
"15980","scaffold_289",800001,850000,824623,4534,0.0907,0.0728,0.0966,0.0833,15980
"15981","scaffold_289",850001,900000,874492,4444,0.099,0.0893,0.1102,0.0794,15981
"15982","scaffold_289",900001,950000,925500,4658,0.055,0.0451,0.0606,0.0957,15982
"15983","scaffold_289",950001,1000000,974485,6120,0.0945,0.0951,0.0994,0.0239,15983
"15984","scaffold_289",1000001,1050000,1025006,6056,0.0512,0.0534,0.0609,0.0775,15984
"15985","scaffold_289",1050001,1100000,1074213,5742,0.0412,0.0394,0.0508,0.1168,15985
"15986","scaffold_289",1100001,1150000,1125598,5966,0.0876,0.0941,0.0987,0.0422,15986
"15987","scaffold_289",1150001,1200000,1165491,3298,0.0547,0.0668,0.0701,0.0731,15987
"15988","scaffold_290",1,50000,22727,6449,0.0891,0.0837,0.0935,0.0401,15988
"15989","scaffold_290",50001,100000,74364,6606,0.0579,0.0497,0.058,0.038,15989
"15990","scaffold_290",100001,150000,126372,6572,0.0514,0.054,0.0571,0.0413,15990
"15991","scaffold_290",150001,200000,174088,6638,0.06,0.0608,0.0661,0.0458,15991
"15992","scaffold_290",200001,250000,226319,5381,0.0584,0.0588,0.0698,0.0884,15992
"15993","scaffold_290",250001,300000,274097,6237,0.0528,0.0479,0.0596,0.0848,15993
"15994","scaffold_290",300001,350000,326574,5596,0.0954,0.0909,0.1024,0.0482,15994
"15995","scaffold_290",350001,400000,373675,7540,0.0851,0.0834,0.0943,0.057,15995
"15996","scaffold_290",400001,450000,422848,6888,0.0596,0.0648,0.0693,0.055,15996
"15997","scaffold_290",450001,500000,474725,6704,0.0662,0.061,0.0683,0.0363,15997
"15998","scaffold_290",500001,550000,525110,6030,0.0984,0.0858,0.1005,0.0439,15998
"15999","scaffold_290",550001,600000,576803,5954,0.0947,0.0822,0.0926,0.023,15999
"16000","scaffold_290",600001,650000,621583,4348,0.0846,0.0765,0.0936,0.0753,16000
"16001","scaffold_290",650001,700000,677152,5519,0.0986,0.0965,0.1077,0.0501,16001
"16002","scaffold_290",700001,750000,725848,6281,0.0893,0.0849,0.0937,0.0367,16002
"16003","scaffold_290",750001,800000,774997,6017,0.0747,0.0645,0.0771,0.0512,16003
"16004","scaffold_290",800001,850000,826350,5726,0.1025,0.0865,0.1076,0.0653,16004
"16005","scaffold_290",850001,900000,875305,6056,0.1081,0.1131,0.1198,0.0407,16005
"16006","scaffold_290",900001,950000,927416,6411,0.092,0.1025,0.1033,0.0307,16006
"16007","scaffold_290",950001,1000000,973331,5629,0.0996,0.096,0.1086,0.0532,16007
"16008","scaffold_290",1000001,1050000,1026535,6363,0.1067,0.095,0.1086,0.0372,16008
"16009","scaffold_290",1050001,1100000,1074007,6350,0.0971,0.0821,0.0987,0.0485,16009
"16010","scaffold_290",1100001,1150000,1124460,5941,0.1063,0.0996,0.1177,0.0674,16010
"16011","scaffold_290",1150001,1200000,1168499,4386,0.0954,0.0774,0.0963,0.0539,16011
"16012","scaffold_291",1,50000,20016,5871,0.1129,0.1008,0.1121,0.0243,16012
"16013","scaffold_291",50001,100000,75893,4040,0.0968,0.0685,0.1021,0.105,16013
"16014","scaffold_291",100001,150000,124611,4420,0.0987,0.1078,0.1141,0.0507,16014
"16015","scaffold_291",150001,200000,173292,4347,0.1249,0.1323,0.139,0.0396,16015
"16016","scaffold_291",200001,250000,222904,5045,0.1059,0.152,0.1422,0.0505,16016
"16017","scaffold_291",250001,300000,275620,5313,0.0995,0.1179,0.1216,0.0574,16017
"16018","scaffold_291",300001,350000,325672,4282,0.0971,0.1112,0.1194,0.0697,16018
"16019","scaffold_291",350001,400000,376772,4209,0.0992,0.0979,0.1167,0.0855,16019
"16020","scaffold_291",400001,450000,426365,4375,0.0902,0.1158,0.1229,0.0904,16020
"16021","scaffold_291",450001,500000,475779,4367,0.0886,0.0732,0.0944,0.0771,16021
"16022","scaffold_291",500001,550000,524323,5761,0.1323,0.1401,0.1379,0.0061,16022
"16023","scaffold_291",550001,600000,574071,5373,0.1049,0.1072,0.1184,0.056,16023
"16024","scaffold_291",600001,650000,623815,5897,0.113,0.1275,0.1289,0.0356,16024
"16025","scaffold_291",650001,700000,675520,5462,0.102,0.116,0.1214,0.0547,16025
"16026","scaffold_291",700001,750000,726112,5210,0.1375,0.1554,0.1621,0.0517,16026
"16027","scaffold_291",750001,800000,775681,5157,0.1223,0.1115,0.1272,0.0426,16027
"16028","scaffold_291",800001,850000,824441,5799,0.1011,0.0868,0.1038,0.0503,16028
"16029","scaffold_291",850001,900000,874537,6328,0.1111,0.1122,0.1193,0.0338,16029
"16030","scaffold_291",900001,950000,924332,5168,0.1251,0.1116,0.1295,0.0453,16030
"16031","scaffold_291",950001,1000000,974116,6007,0.0704,0.0621,0.0759,0.0684,16031
"16032","scaffold_291",1000001,1050000,1024213,5990,0.0858,0.0813,0.0978,0.0795,16032
"16033","scaffold_291",1050001,1100000,1073483,6573,0.0927,0.0966,0.0986,0.0209,16033
"16034","scaffold_291",1100001,1150000,1123787,5734,0.1167,0.1125,0.1206,0.026,16034
"16035","scaffold_291",1150001,1200000,1151634,510,0.0798,0.0783,0.091,0.0715,16035
"16036","scaffold_292",1,50000,25220,4920,0.0513,0.0392,0.0546,0.094,16036
"16037","scaffold_292",50001,100000,74434,5356,0.0451,0.0356,0.0545,0.1495,16037
